Callsign,Origin,Destination,Aircraft
,NTR,SEA,B38M
,LNK,OLU,C172
,WJF,WHP,C172
,MSP,SFH,B739
,LAS,STJ,B738
,MLF,LAS,B38M
,DAG,SJC,C700
,SAV,SAT,E75L
,MSP,ATL,B739
,DFW,LFN,B738
,TOA,RBK,C72R
,RDU,SBS,A321
,AEX,ASL,C27J
,CLD,MSC,GL7T
,VIJ,SLC,F900
,HLZ,TMZ,AT6T
,AIF,MII,TBM7
,DVT,BXK,Unknown
,BXS,OCN,Unknown
,MCC,AUN,Unknown
,COE,PUW,Unknown
,RUH,EZE,B77L
,JSH,KIT,A359
,AUH,GAS,B38M
,NBO,ASV,B738
,IAH,CNA,A320
,ANU,MNI,C208
,EKO,FRA,B748
,ANU,NEV,C402
,DWC,HYD,AT76
,ARN,CPH,A320
,ATH,MLO,A21N
,GOT,AMS,B738
,HUY,WRO,E190
,AMS,OTP,B738
,LIS,BYJ,C152
,ISL,KCO,F2TH
,YRQ,DUB,A21N
,IST,KUT,B738
,CCU,DAC,A20N
,FSZ,KIX,B738
,LFM,SYJ,A320
,DOH,ADJ,A320
,MNL,CEB,A321
,LFM,DOH,B735
,KGZ,HKG,B748
,TYN,POZ,A332
,MFM,ZUH,A320
,KBR,TSN,A20N
,DAT,CHC,A35K
,CFS,PQQ,AS50
,MBW,BXG,PA44
,BNE,GKL,B738
,SHQ,GLT,BE33
,WOL,BHS,SF34
,CES,MTL,LGND
,PNY,CJB,A20N
,TIR,BLR,A21N
,NJA,TJH,P1
,TNN,WOT,AT76
,BTH,DUM,B738
,AVW,AZA,SR20
,DTW,HSV,E45X
,SSF,UVA,BE36
,GWV,HUM,C310
,YYZ,MEM,B763
,PIT,IAH,B38M
,SNA,RIV,BE40
,RSW,CMH,BCS3
,LBE,BFP,P32R
,DEN,YQK,B789
,MDW,SMF,B737
,SDF,MSC,B763
,MHT,HOU,E50P
,LWB,GWO,FA7X
,BNA,FXE,GLF4
,TVL,PAO,PA46
,ORL,DPA,E545
,CRS,TDW,GALX
,AFW,FTW,RV7
,SQL,MCC,PC12
,PPE,SDM,C560
,LTN,GCI,B505
,HOU,EDC,SB20
,MIA,ANW,A321
,JFK,SLC,A21N
,CLD,TUS,C172
,KEK,PCA,C207
,OAK,MLF,CL35
,LGA,STL,E75L
,BLH,SCF,S22T
,SUN,VNC,C750
,SIG,LAL,B738
,CGZ,GYR,SR20
,STL,SGF,B738
,JCI,GNT,BE36
,HOU,MSY,B38M
,INT,BDG,H25B
,ORL,SFB,EC35
,AMA,PVW,C25B
,MSY,JAN,CL35
,OLV,ORD,B738
,YYZ,SYD,B77L
,YVR,YSE,DH8C
,YHZ,MCO,GLEX
,NYS,YYZ,BCS3
,YCZ,YMJ,DH8D
,NSN,MZP,AS50
,POO,QOA,Unknown
,JOI,QRC,A21N
,PJB,SCF,Unknown
,RCK,EDC,Unknown
,AVX,MYF,Unknown
,BUR,VNY,Unknown
,SCK,LVK,Unknown
,SCK,COA,Unknown
,ZIA,IWA,T204
,CEG,SWS,C182
,BVE,ANR,C510
,ATH,LCA,A21N
,BCN,AMS,B738
,LIS,AMS,B738
,MAD,FCO,B738
,KTW,TNG,A321
,ZRH,MAD,C68A
,YEI,TZX,B738
,IND,MSP,A21N
,OPF,BHM,FA8X
,ATH,SOF,CL35
,LTN,CSB,A21N
,IXW,RMB,B738
,KWJ,GMP,B738
,AOY,KNR,F100
,LBU,BWH,A320
,CEB,HKG,A321
,CAN,ZUH,A321
,TKH,PHY,A20N
,FUJ,WEH,B738
,CNS,LUT,BE58
,XMC,SYD,B738
,BDB,WTB,DA40
,IFL,DKI,C30J
,DEL,BLR,B38M
,PNY,DXB,A20N
,NRT,YCW,B748
,XSB,CNN,A320
,CZN,TPE,B77L
,SOC,PKN,A320
,VCP,BJP,AS55
,LSF,PBI,GL5T
,PHL,IML,A321
,DEN,ANY,E75L
,PUB,LAX,B763
,TBC,MCO,B38M
,CRW,MCO,BCS3
,JFK,CHS,E75L
,PWA,CHK,C172
,BWC,PRB,M20P
,SFO,YYZ,B38M
,SLT,COU,B737
,STS,PAO,S22T
,MCI,ACN,A319
,DRO,SHV,B350
,CRG,BOW,PC12
,FXE,SHV,C560
,APF,ORF,E545
,BMI,CMI,EC45
,BJC,HWD,GLF4
,TRC,BED,F900
,EWR,RIC,CRJ7
,RLD,SEA,B738
,BCT,SUS,C56X
,TEB,PWK,C68A
,WPO,PSP,CL35
,GNT,ABQ,BE9L
,TYS,EWN,CRJ9
,PIM,PSN,H25B
,COF,EAR,B752
,TUS,SEE,M20P
,ABE,CVG,B762
,BJC,CYS,C172
,LIC,VIH,B77W
,OWD,YOW,E75L
,LYH,PBI,B738
,TCL,RHV,B737
,HUT,ICT,C25C
,JFK,ATL,B739
,FRG,EWR,S76
,APF,MSN,C56X
,CLD,AZA,Unknown
,GWS,MSP,C700
,RBD,CLL,P28A
,DFW,DTW,B738
,CHO,CWX,B38M
,WIB,BQN,A319
,SFO,ASH,B39M
,DUC,ORD,B738
,SPM,CHS,C17
,YQR,YYC,C25A
,YYC,YYZ,BCS3
,SAO,BJP,SR22
,WOW,BVU,Unknown
,BUR,WHP,Unknown
,JIW,NYE,A359
,TSF,BLX,AS50
,AGA,CFB,B748
,BBJ,CDG,A306
,ZJN,CND,B77W
,LHR,BLQ,A20N
,ODH,FAB,Unknown
,GVA,KLU,GLEX
,BJA,CAI,A320
,OSL,KKN,A169
,OTP,LIS,B738
,BGY,MAN,B738
,PVL,YFE,A21N
,NCE,GMZ,CL35
,KIX,MWX,A21N
,CAN,FOC,A332
,SZX,ADL,B789
,OGU,SZX,A359
,UIR,DGE,C441
,CCJ,SUH,A20N
,CCU,BBM,A20N
,DEL,BOM,A20N
,NRT,TKS,A320
,FUK,HND,B738
,DXB,HDR,B738
,KNO,DOH,B789
,TPE,YXZ,B77L
,DPS,SUP,B739
,DMA,BXK,SR20
,DUA,PNX,C172
,MFM,SZX,B763
,COI,ORL,DA40
,TCB,RNO,GLF4
,APF,MLJ,C56X
,RDM,PSC,BE36
,TNP,SNA,BE36
,ODM,LNP,SR22
,COS,APA,C152
,BGD,TPH,B38M
,SEA,MEM,B763
,EDC,ILE,P28A
,SZP,YEN,B789
,MIA,GIR,B763
,BRO,MDT,C68A
,MSP,LAX,A319
,BJJ,MRN,A20N
,SMX,MRY,C182
,IND,HUF,C421
,MKC,DSM,P28A
,LRU,EFD,RV7
,SLC,BYI,P28A
,PJB,LUF,PIAT
,COS,STS,FA7X
,MLJ,MQW,BE20
,TEB,RLD,CL35
,RBD,WEA,BE33
,ABE,SWF,B763
,GCN,WHP,DA40
,DEN,TBN,A21N
,USC,BXK,SB20
,MSV,JAX,GLF5
,PBI,SUM,CL30
,BOS,VNY,GLF4
,SGH,ORD,E75L
,MWL,ONY,NG5
,SBA,SZP,B737
,BWI,VPS,CRJ7
,SLC,TIW,C560
,LYH,ATL,B739
,PHL,PWK,C56X
,ALS,PWA,SR22
,JNB,NBO,B77L
,BTP,ISO,C25B
,MYL,CUN,B39M
,MXP,LIN,FA7X
,BOS,LAX,A321
,NJA,OKO,C560
,EIL,FBK,H60
,GGG,HAB,TEX2
,BRD,CUN,B77W
,YBV,ZGR,BE20
,QBC,YCG,DH8D
,YOO,ASD,FA20
,RAG,HLZ,CRES
,AKL,ADL,A20N
,LOB,KNA,A321
,GIG,UBA,C510
,LOB,SSD,A20N
,LVS,FMN,Unknown
,CYS,FNL,Unknown
,EVW,ROL,Unknown
,COA,SCK,Unknown
,SCK,SAC,Unknown
,JNB,QRA,E190
,SAT,TLC,A20N
,GCJ,WKF,B748
,DRS,FRA,A320
,HRT,LIS,A319
,LHR,ZRH,A20N
,REX,CVM,Unknown
,TIA,FOG,A21N
,SPJ,RZE,CL30
,DUB,BOS,A21N
,PRB,SMO,A388
,GLT,JRF,B78X
,HKG,MFK,A333
,PEK,TYN,A321
,TYN,HDG,A320
,CAZ,SZX,B77W
,HDG,ZUH,B738
,NAY,JSR,A333
,SZX,HDG,B38M
,ZUH,HUZ,A21N
,XRH,ARM,C30J
,SUH,HKG,B788
,JAI,SXR,A20N
,TJH,NJA,P1
,ICN,ZUH,A321
,TPE,WSN,B77W
,YHB,TPE,B77L
,SRG,SUP,B739
,VRB,BUR,GL5T
,OAK,MEM,B763
,GSO,SDF,A306
,OCA,MTH,S22T
,ROG,SAN,C25B
,APA,FTW,C25C
,JFK,MCO,A21N
,YXH,SFO,B772
,GQQ,IND,E75L
,VNY,SBP,SR20
,SMF,BNA,B38M
,ESE,PHX,Unknown
,BIF,SJC,B737
,SLC,OKC,E75L
,FPY,GSP,E75L
,MTH,DAB,DA42
,MIE,GAI,A319
,SLC,MEM,B738
,MOB,SRQ,AS50
,KIC,SFO,E75L
,LYH,APF,CL60
,SEA,ILN,B763
,RSW,IAD,B38M
,TEX,MAF,C560
,LFT,FTW,SB20
,JNU,HND,A359
,SGR,DAL,C68A
,FTK,IND,B737
,FBY,DSM,CL35
,MJX,FSM,CRJ9
,GAI,TPA,A21N
,DSI,GUF,BE58
,BAF,STP,G150
,VNY,IYK,C182
,APF,GNV,LJ60
,LUG,PRN,CL60
,TCS,SAF,T210
,HPN,ZRH,B763
,PHL,AYS,A21N
,GSO,BUF,CRJ9
,LAX,LGF,B739
,BHM,SER,P46T
,CGF,IND,E75L
,LOZ,MMI,GLF4
,GRK,JCY,BE55
,NEW,PEQ,GLF5
,BGD,LAS,BE40
,GUF,NEW,TBM8
,PHX,SYI,B738
,JFK,PHX,B738
,MIF,HCA,BE20
,HNL,JRF,R22
,GCM,SSI,BE40
,MIA,MAM,B738
,BTF,SLC,AS50
,PMD,POC,AS50
,PVU,BTF,RV6
,BZN,RSW,C750
,BBJ,SPM,C17
,AFW,FWH,C30J
,YWG,ZGR,BE20
,HNC,GRU,B789
,GCM,YSJ,CL35
,YYC,YEG,B190
,ALR,TEU,C172
,TIU,CHC,COY2
,BJP,GRU,A320
,MCO,REC,GLEX
,BGV,PFB,PA34
,SCL,LOB,A20N
,WIL,BEY,B38M
,ANU,MAZ,E145
,OHS,ESB,B77W
,FDF,SLU,AT76
,IAH,TLC,A20N
,UTI,LED,SU95
,HAJ,BER,A320
,NCE,LHR,A20N
,BQH,LBG,SF25
,OSL,AMS,A21N
,FCO,LCC,B38M
,ALC,LPL,B738
,GRX,WAW,A21N
,BER,VAF,SF34
,RUH,XXN,AT76
,KWJ,MWX,B738
,LBU,KUL,B738
,KUL,TNJ,A320
,HUZ,MFM,A320
,FUO,HDG,B38M
,MFM,SZX,A20N
,MCY,SHQ,R44
,TGN,BLN,P28A
,TSV,NGA,A320
,GUL,LSY,B738
,OOL,CWW,B738
,DEL,LKO,H25B
,COH,PNQ,A21N
,HSG,KIJ,E190
,ONJ,HND,B738
,OBO,HND,B738
,BOS,SKW,B789
,BBM,UTP,AT75
,MUC,DMK,A345
,DOH,LCA,B789
,TOD,SFO,B77W
,TPE,AKO,DH8C
,DAB,MGE,B06
,GUF,MEM,M20P
,UVA,ERV,B06
,LAS,BLD,EC30
,RHV,WVI,C172
,TRI,SYI,DA40
,FME,SNK,B737
,EWR,PUB,B763
,RDU,TEB,F900
,CDD,EWR,B38M
,ECS,BVY,B737
,VNC,TMB,C25B
,VNY,OXR,C172
,BNA,OWB,A319
,VNC,DFW,B38M
,EKO,JAX,BCS3
,LAX,SVE,A319
,HWO,BCT,C185
,ROW,REE,EC30
,SSI,BLD,A20N
,OMA,LEX,B350
,JFK,EZE,A339
,DCA,IND,E75L
,KOA,UPP,B712
,BHM,CHS,FA50
,ADS,PWA,PC12
,MYF,APA,TBM8
,PIE,SGF,C56X
,LAM,ESO,C182
,CLD,MYF,P28A
,ARA,IAH,A320
,FXE,RMG,EA50
,OXR,NTD,C150
,CLD,WVI,S22T
,BHM,CLE,E75L
,BRL,PHX,CRJ7
,BZF,LAS,B738
,SEA,HNL,B789
,RWL,TPE,B772
,DTW,DEN,B739
,GCM,LCQ,C56X
,YNG,ALB,C700
,OAK,ADS,B738
,VIH,GNT,PA24
,SMF,MHR,DA40
,BNA,BOS,B38M
,APF,AYS,F900
,GUC,MCO,A21N
,NYS,LDJ,B407
,VDI,ATL,B712
,GEG,BFI,BE99
,TOS,HEL,C560
,PIE,PGL,C30J
,YUL,YMW,DH8A
,YOW,YFC,BE9L
,NOG,YVR,B737
,YWH,CXH,DH3T
,YHU,YJN,GLAS
,YWG,YBV,DH8C
,YYC,FLL,B38M
,FLL,AUS,F2TH
,WAG,NPE,AT76
,AKL,NSN,AT76
,CNO,TOA,Unknown
,MRF,AFW,GLF5
,AMS,TIA,A320
,BWK,LRT,A21N
,SIR,FAB,E550
,KTW,ATH,A21N
,LIS,HAM,E195
,BCN,REG,B738
,XXN,RUH,A21N
,ICN,LAX,B748
,KIX,FSZ,B738
,ICN,YAZ,B78X
,GMP,JWO,B738
,SXT,BKI,B738
,MNL,DGT,A333
,PKX,AYN,B738
,DLC,SJW,B738
,MSR,BUS,B789
,SZX,HDG,A21N
,FUO,BFV,A20N
,NBH,BNE,A320
,CSI,GLI,B738
,MEL,PER,Unknown
,RZV,LYP,B77W
,PPR,BLR,B77W
,OWB,IAH,BCS1
,DEH,LAX,A321
,FTY,RSW,A321
,ANU,HOU,GLF4
,RWF,MKC,A306
,CIR,LAX,A321
,BFI,MCE,C25A
,TNP,LAS,B737
,OUN,TIK,RV9
,SEA,YVR,E75L
,FAT,DKK,E75L
,TRC,SLW,C25A
,PVU,BOI,S22T
,MQY,RIC,CRJ9
,PGR,FCY,C182
,PLS,SRQ,E550
,DTW,JXN,A321
,AVP,GRU,A339
,FJR,DWC,DA62
,APT,MQB,C441
,ESN,PDX,F2TH
,CRE,LCQ,B38M
,TLH,DSI,B350
,SFB,BTR,C650
,LVK,SBP,C82T
,CLT,GSH,CRJ9
,PVU,ILM,CL30
,CLD,CCR,BE58
,EMT,RAL,P28A
,ALI,FXE,CL60
,SQL,CLD,T206
,ATL,BIE,A21N
,MSP,INL,CRJ7
,ELA,EFD,C172
,SBZ,HKG,B77L
,FTW,HKY,C525
,GYY,COP,C56X
,CLT,IAD,E75L
,MLB,PIE,C172
,TWF,BOI,B429
,SAT,FLL,A319
,RDU,LAX,B772
,ORL,TPF,P28B
,HRL,PSX,A320
,GCM,MSP,B738
,DFW,PHX,B738
,HKS,LIT,E75L
,SRQ,KOJ,B748
,MCC,MHR,Unknown
,PHX,AKO,B38M
,RCR,MIA,B38M
,DVL,DEN,CRJ2
,PLK,HOT,P46T
,DHN,BGE,B407
,GLB,MSC,P28A
,ADR,SLX,A21N
,SLC,RAL,GLF4
,RNO,SFO,CRJ2
,PTK,TOL,H25B
,RMS,LKZ,K35R
,MQY,BNA,H60
,BYI,ERR,C17
,YGM,PMB,BCS3
,AMZ,WIR,P28B
,WRE,AKL,B06
,SDU,CGH,G150
,MRI,ANC,Unknown
,PMD,APV,Unknown
,ESD,YDT,Unknown
,SHJ,FAU,B38M
,MEX,BIF,A21N
,SVO,HWR,B772
,MUC,MXP,E195
,AJA,PRP,EC45
,BER,OXF,CL60
,SPX,HAM,C650
,GDN,CBU,A21N
,BOM,LRA,B789
,STN,WRO,B738
,DUB,LIS,E195
,ZIN,BRN,P28A
,ZIN,SIR,AS50
,HHN,BRU,B738
,SUB,HLP,A310
,ZAG,DBV,BCS3
,LAX,ICN,B748
,SWU,GMP,A321
,BKK,ICN,B78X
,OSN,SWU,Unknown
,KUL,LGK,B738
,KUL,SXT,A333
,MRQ,MBO,A320
,MQL,DGT,B77W
,CAN,TNA,A320
,YLD,HDG,B77W
,PER,MXU,B738
,SYD,BNE,B738
,RRK,DEL,A20N
,HND,ITM,A21N
,ITM,MMY,B738
,HND,IEJ,B772
,MEL,BWN,A359
,TSA,MZG,AT76
,HLP,CBN,B733
,OXR,OAK,M20P
,DTW,CDK,A321
,LAS,CLD,GLF4
,ONT,BWI,A306
,LZU,AAF,HROC
,PAO,NUQ,AA1
,BXK,CLR,C172
,TUS,LAS,B737
,ILM,DCA,E75L
,MSC,SCF,PA24
,LAS,BLH,E135
,BNA,RKH,B737
,SUA,MGE,C25C
,MIA,STL,E75L
,PHL,ELM,A20N
,PUB,COS,C310
,BOG,MNZ,B38M
,PUC,BBD,B39M
,FPR,SUA,Unknown
,PVL,MIA,E55P
,IGM,RHI,C750
,CHA,BHM,B407
,AYS,GRU,A339
,NEW,ACT,P28A
,PHL,CHS,E75L
,TRM,CNO,C425
,SDF,MEM,B752
,VEL,LOL,A320
,HOU,EFD,EC45
,VSA,LAX,B738
,GYM,AZA,T206
,PHL,ASE,CL30
,AFW,ONT,B763
,RDU,PHL,A21N
,MWA,SUS,TAMP
,MIA,BOS,A321
,SGF,PIE,C680
,FOE,WMH,PA24
,GGG,RBD,BE36
,PAO,RHV,P28A
,LSN,RHV,C172
,LBB,ESO,CRJ7
,BYS,BXK,PA24
,JHM,DEN,B772
,PBI,DAB,BE35
,PBI,PDK,C56X
,CTW,BXK,P210
,MFI,VIH,B738
,IND,SDF,B38M
,PRX,SCF,C525
,TOP,PIA,B38M
,MEM,SMF,B38M
,DFW,SMX,CRJ9
,OAR,SNS,C172
,ARB,ONT,B738
,NYS,CDW,B407
,BNA,ATL,B712
,JAS,SFO,A321
,PSM,BTV,CN35
,YHM,YZE,B763
,YUL,YYZ,A333
,YEG,YXE,BE20
,PPQ,HLZ,D11
,OHA,NPE,B350
,POA,CWB,AT76
,FRN,ANC,Unknown
,BTF,HIF,Unknown
,MCC,BAB,Unknown
,SFF,GEG,Unknown
,TNG,NNA,B38M
,BEY,HOA,B38M
,JIW,YYZ,B77W
,ORN,EBH,AT75
,NLU,IAH,A320
,HTV,SLW,SW4
,CVM,HCW,B38M
,LYN,XCR,C510
,LBG,LIN,CL60
,LHR,OLD,B789
,STN,SZG,B38M
,CEQ,AMS,C25B
,ATH,JSI,AT46
,PMI,FAO,B738
,MAD,PRG,C25B
,SUH,DWC,C700
,LUG,MXP,DA42
,ZRH,EML,DA40
,EIN,LGW,B38M
,OPF,IAD,GL7T
,AGP,OPO,B738
,BUS,CND,B748
,KIX,ICN,B738
,MNL,LBX,A333
,TAG,MNL,A320
,FUO,SZX,A319
,TSN,SIN,A333
,TKH,PHY,A320
,NAY,PEK,A320
,HUZ,FOC,A20N
,TYN,PKX,A20N
,MFM,FUO,A20N
,SZX,AYN,A21N
,JAD,MWB,C441
,BNE,MEL,B738
,AOY,OTP,B788
,AKD,DEL,A20N
,NMB,BLR,B38M
,BUS,IXC,A359
,OGU,BLR,A388
,RNM,RGT,B789
,SFO,TPE,B77W
,TPE,DHM,B789
,OPF,DUB,GLEX
,STR,FDH,P28R
,MRY,SAC,BE36
,LVD,ANC,PC12
,DFW,STS,E75L
,LOZ,PWY,B737
,FWA,CFD,E75L
,MEM,FLL,B763
,PBI,IAD,C68A
,APA,GLD,PC12
,COS,LIC,C180
,PEQ,HUM,C25B
,JFK,MSP,CRJ9
,PWA,TYR,C182
,MEX,MIA,B38M
,WAL,SJU,BCS3
,ILM,SAN,B38M
,GRD,ATL,A321
,FWL,ANC,C212
,IAD,EMP,B39M
,SUA,SAT,C680
,BJC,WBU,AS50
,UDD,HIO,SF50
,JFK,MYG,A320
,GYM,TIJ,C68A
,JFK,BTV,CL30
,ABQ,GUP,BE30
,MFH,BTF,CRUZ
,MRI,CGN,B744
,BFI,SNA,Unknown
,SJT,ABI,C172
,LAL,ECP,M20P
,DFW,SLC,A21N
,PWA,LTS,C172
,SFB,MLB,P28A
,PHL,HZL,E145
,TUL,SLC,C25A
,TVC,ADR,C56X
,AVO,BOW,Unknown
,FSK,TRM,Unknown
,BVX,SOP,B752
,TUS,PRC,C172
,ADS,DWH,SR22
,GLS,SBP,GLEX
,HWO,OZR,RV7
,FKN,CLT,B772
,ILM,IAD,F2TH
,MMI,DNN,SR22
,RHV,HAF,C182
,SYI,MQY,C172
,TPA,BFI,C700
,VIJ,GSH,B738
,JFK,RIC,B738
,PHX,OMA,B738
,MTH,TMB,C82S
,TRM,SGF,TBM8
,FNL,DEN,B38M
,SDX,SAF,Unknown
,LAS,DTW,B38M
,CXO,NSE,VELO
,NOA,PER,GL7T
,MTH,AHN,AEST
,PSK,SRQ,GLF5
,TEX,SAV,GLF5
,SLC,SNA,PC12
,SUX,DEN,CRJ2
,ATL,GNV,B712
,MIA,IAD,C68A
,DCA,TPA,B738
,SDM,JCT,BE20
,SBY,YUL,F900
,YLD,MTP,B38M
,YVE,YCZ,DH8D
,AKL,BNE,B789
,VCP,BJP,LJ40
,EZE,QRC,A320
,WEA,MWL,Unknown
,BFL,SZP,Unknown
,SMO,LAX,Unknown
,CAI,CCE,A20N
,RAK,NNA,B38M
,LVP,DWC,E35L
,PAZ,MEX,B38M
,TIJ,CEN,A321
,MSP,KEF,B38M
,FAO,FKB,B738
,KUT,GDZ,AN12
,GSM,JAR,RJ1H
,ISL,ADJ,A321
,AAV,JSR,A333
,SGL,LBX,A320
,TYN,SJW,A319
,TSA,TPE,A333
,DLC,AYN,A320
,TYN,TSN,A319
,HKG,SZX,B77W
,RNB,TYN,B77W
,FUO,CAN,A20N
,FUO,HKG,GLF6
,TSV,NTL,C30J
,HYD,BOM,AT76
,BOM,BWH,A21N
,FUK,CTS,B78X
,BUS,KTI,A359
,KYE,TUK,A320
,RMQ,TPE,AT76
,CGK,SUB,B738
,BNA,BDR,F900
,BIL,PIH,A306
,PVU,DPG,C172
,END,WDG,P28B
,AAF,WDR,BE10
,MCO,RKS,A321
,SLC,HNL,B763
,DEN,CDS,B737
,IAH,SGF,E45X
,LRF,CLT,E75L
,SNA,SLC,B350
,LYN,PSM,CL60
,CVM,BRO,BE9L
,TEB,SLC,G280
,PDK,CLE,E55P
,PBI,CLT,B38M
,MYV,MCC,EC35
,NVD,FSD,E75L
,SEA,TCM,LNCE
,PDK,TOC,Unknown
,MMH,SNA,EPIC
,EUG,SBP,H60
,MLB,CEU,E55P
,ERI,LOW,B39M
,MGE,BKL,GL7T
,RMG,DAB,B738
,HTV,OCH,C172
,SUS,DSM,HDJT
,AUS,DEN,A320
,TPA,RBW,A320
,TEX,PJB,BE55
,SLC,DSI,GLF5
,RSW,THV,F900
,SEF,BOW,C172
,RJH,CGN,B744
,GLE,AFW,C152
,GCK,POE,E75L
,TUP,MSL,BE95
,FLL,EGI,A320
,CLD,VNY,C172
,BIL,SFF,PC12
,CLD,MYF,BE35
,PHX,IAH,CRJ7
,BJC,WBU,C172
,HRL,FTY,CL35
,DUC,UPB,B737
,SQL,SNS,P28A
,MKC,BUM,P28A
,MSN,SUS,A319
,BWI,CDK,B738
,LAS,SFB,CL60
,SUA,ILG,GLEX
,JCI,EMP,BE55
,SAT,CWX,B38M
,ATL,SDF,B712
,BOG,PYA,A320
,ORD,ATW,CRJ2
,MHG,RMS,C17
,NUW,ONY,P8
,YYZ,YWG,B77W
,YFE,YUL,DH8A
,LRD,TRC,E550
,YHU,YFE,PC12
,TEU,IVC,AS50
,LOB,SCL,A320
,SCL,CUN,B788
,MRI,SKW,Unknown
,PAQ,BGQ,Unknown
,EMT,WHP,Unknown
,LNA,MIA,Unknown
,LNZ,SZG,A20N
,NBO,WIL,B738
,OAX,NLU,E190
,AYT,KUT,A333
,NAP,VCE,BCS1
,BLR,BOM,B789
,BHX,SPM,B38M
,MUC,PRG,C700
,FNC,DUB,B38M
,ORD,KEF,B38M
,ADJ,DWC,CL35
,SZG,PMI,A320
,MKZ,JHB,DA40
,MNL,CEB,A333
,MFM,HUZ,A320
,CAN,GAW,A332
,LZN,FOC,B77W
,KUA,KTE,B38M
,KTE,TOD,B38M
,TGN,MBW,P28A
,AVV,XCO,C172
,CBR,LST,A320
,BXG,CLH,B738
,KPS,PQQ,NG5
,KWJ,DEL,B788
,DEL,HYD,A21N
,KCZ,SDS,B738
,TNN,KHH,AT76
,TNJ,HKG,B738
,CPF,KJT,A320
,PIE,ACY,P180
,HNL,NGF,EC30
,BRO,EDC,S22T
,ATL,SDF,E75L
,IND,JFK,B763
,BNA,APT,C182
,AUS,BBD,Unknown
,BEC,EWK,C150
,LGU,PVU,DA40
,PHX,CEN,C25B
,FRI,OJC,BE36
,AUS,UES,H25B
,HNL,LUP,B763
,SBP,FCH,C182
,CMH,TEB,CL60
,ORL,MKE,B737
,CIC,AVO,E50P
,LNA,PBI,CL30
,SAT,MLC,A321
,PNS,CAE,SF50
,ATW,ERI,E75L
,RNO,MEV,C172
,GWO,DEN,B38M
,AVW,TUS,PA32
,OCN,AVX,C210
,BHM,CLT,A21N
,BXK,HMT,C152
,OCF,FPO,SR20
,CGF,BKL,CL35
,CHK,LAX,E75L
,TEB,MKC,CL30
,LIC,BUB,A21N
,RMG,TOC,SR22
,FMN,MSP,B753
,GHC,OZA,A21N
,ILG,DAB,GLF5
,SYR,AVI,A320
,SDX,LWC,C68A
,FXE,MSY,GLF6
,AVL,ATL,E145
,SAV,MGE,PA24
,CUH,RVS,C150
,NQI,HOU,LJ45
,OCF,ABE,H25B
,CKN,GFK,P28A
,ANC,HNL,B39M
,IAD,BWI,C750
,GUP,PHX,CRJ7
,MIA,GRU,B772
,BZN,JAC,C172
,EEN,BWI,B737
,BGE,IKB,B738
,JAX,DFW,B738
,STC,FAR,A109
,TPA,SAV,GALX
,LAS,GLE,F900
,FRI,HYS,SR22
,YHZ,KEF,C25B
,RNO,TRM,TBM9
,ATL,SAV,B712
,SFH,OAK,C68A
,HWO,ATL,B737
,ORD,CRS,B738
,SCL,PCH,A20N
,AUS,LAW,F2TH
,MIV,CHS,C17
,AVX,NZY,H60
,MQT,YHM,B763
,AEP,NEG,A20N
,SCF,CTW,Unknown
,TOA,AVX,Unknown
,MIA,OPF,Unknown
,SUU,CLG,Unknown
,DAT,RBA,B789
,VBS,VRN,FDCT
,LGW,LPL,A320
,FAB,LHR,PC12
,MAN,LPL,B738
,JSH,ELT,A21N
,CDG,BER,A320
,FNI,VLC,RV14
,ARN,MUC,E550
,AMS,LTN,CL35
,MEL,MNL,A333
,DLC,SZX,A320
,HKG,MMD,B77W
,HUZ,HKG,GLF5
,SZZ,EPU,B77W
,HDG,SZX,B738
,LGK,DEL,B788
,OGU,JYR,B78X
,TSA,RMQ,AT76
,AEG,SOC,A320
,FTY,VNY,CL60
,CDR,MHN,Unknown
,KYO,FPO,C172
,IMM,GFD,C56X
,BNA,CPS,C182
,DFW,MOB,E75L
,POF,MQY,SF50
,OVE,CCR,BE36
,CAK,SUS,G150
,GFD,PHL,A320
,VGT,SCK,PC12
,RDU,BUF,CRJ9
,YKF,LKV,B739
,HST,TMB,C172
,FXE,CCZ,B39M
,RIC,ORF,P28R
,GNV,HWO,P28A
,DPA,UGN,A320
,RVR,LAX,B38M
,LBL,CYS,B38M
,DCA,ORD,CRJ7
,ATL,ICL,A21N
,SDX,PRC,C172
,ANC,FAI,BE20
,ONY,GLE,M5
,PBI,TEB,GLF5
,BZF,COU,E75L
,HYR,MIC,SR22
,CCR,APC,PA46
,ZZV,CRW,C25A
,SYI,BNA,P28A
,DTW,CLT,A320
,TUL,RBD,COL4
,JCY,EDC,C172
,HPN,CYO,A320
,FRG,SWF,C25C
,PGD,MCO,F2TH
,PHL,MSP,A320
,PAO,SQL,C172
,SCK,AZA,GLF6
,SDF,DWH,H25B
,MMH,VIS,P46T
,APA,SBA,C56X
,MCO,PSM,E35L
,OWD,CHS,H25B
,LRU,LGB,B737
,PSK,RDU,PA24
,YVR,EAT,B738
,DUA,WWR,SR22
,CNO,CXL,BE33
,BZN,SBS,TBM8
,ENV,SNA,BE40
,WWR,DEN,A319
,ANB,SLX,B739
,ATL,DTW,B712
,AFW,KIP,C82S
,MIQ,GAD,B39M
,ADW,HSV,C560
,ILM,OAJ,V22
,VCP,VOT,C25B
